Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
4/20/2021,US,United States of America,AMR,49337,31431875,499,567489
4/21/2021,US,United States of America,AMR,35281,31467156,463,567952
4/22/2021,US,United States of America,AMR,57318,31524474,746,568698
4/23/2021,US,United States of America,AMR,63049,31587523,767,569465
4/24/2021,US,United States of America,AMR,61479,31649002,784,570249
4/25/2021,US,United States of America,AMR,62419,31711421,835,571084
4/26/2021,US,United States of America,AMR,51698,31763119,654,571738
4/27/2021,US,United States of America,AMR,40847,31803966,435,572173
4/28/2021,US,United States of America,AMR,30199,31834165,467,572640
4/29/2021,US,United States of America,AMR,50313,31884478,546,573186
4/30/2021,US,United States of America,AMR,54396,31938874,832,574018
5/1/2021,US,United States of America,AMR,55643,31994517,753,574771
5/2/2021,US,United States of America,AMR,55311,32049828,806,575577
5/3/2021,US,United States of America,AMR,48352,32098180,616,576193
5/4/2021,US,United States of America,AMR,36593,32134773,500,576693
5/5/2021,US,United States of America,AMR,32953,32167726,470,577163
5/6/2021,US,United States of America,AMR,42552,32210278,674,577837
5/7/2021,US,United States of America,AMR,44541,32254819,714,578551
5/8/2021,US,United States of America,AMR,42692,32297511,671,579222
5/9/2021,US,United States of America,AMR,44641,32342152,806,580028
5/10/2021,US,United States of America,AMR,37021,32379173,609,580637
5/11/2021,US,United States of America,AMR,27538,32406711,408,581045
5/12/2021,US,United States of America,AMR,24383,32431094,395,581440
5/13/2021,US,United States of America,AMR,33073,32464167,598,582038
5/14/2021,US,United States of America,AMR,35784,32499951,679,582717
5/15/2021,US,United States of America,AMR,40435,32540386,583,583300
5/16/2021,US,United States of America,AMR,35116,32575502,701,584001
5/17/2021,US,United States of America,AMR,29837,32605339,442,584443
5/18/2021,US,United States of America,AMR,21375,32626714,437,584880
5/19/2021,US,United States of America,AMR,19453,32646167,362,585242
5/20/2021,US,United States of America,AMR,27639,32673806,610,585852
5/21/2021,US,United States of America,AMR,27491,32701297,583,586435
5/22/2021,US,United States of America,AMR,27948,32729245,541,586976
5/23/2021,US,United States of America,AMR,27866,32757111,649,587625
5/24/2021,US,United States of America,AMR,22224,32779335,409,588034
5/25/2021,US,United States of America,AMR,16030,32795365,287,588321
5/26/2021,US,United States of America,AMR,14761,32810126,555,588876
5/27/2021,US,United States of America,AMR,24571,32834697,518,589394
5/28/2021,US,United States of America,AMR,23475,32858172,517,589911
5/29/2021,US,United States of America,AMR,21970,32880142,545,590456
5/30/2021,US,United States of America,AMR,24780,32904922,703,591159
5/31/2021,US,United States of America,AMR,15628,32920550,301,591460
6/1/2021,US,United States of America,AMR,12350,32932900,254,591714
6/2/2021,US,United States of America,AMR,9408,32942308,232,591946
6/3/2021,US,United States of America,AMR,8935,32951243,332,592278
6/4/2021,US,United States of America,AMR,16048,32967291,492,592770
6/5/2021,US,United States of America,AMR,18151,32985442,478,593248
6/6/2021,US,United States of America,AMR,18592,33004034,586,593834
6/7/2021,US,United States of America,AMR,14734,33018768,394,594228
6/8/2021,US,United States of America,AMR,11084,33029852,423,594651
6/9/2021,US,United States of America,AMR,9898,33039750,322,594973
6/10/2021,US,United States of America,AMR,14314,33054064,313,595286
6/11/2021,US,United States of America,AMR,19640,33073704,387,595673
6/12/2021,US,United States of America,AMR,15924,33089628,382,596055
6/13/2021,US,United States of America,AMR,13971,33103599,403,596458
6/14/2021,US,United States of America,AMR,12350,33115949,208,596666
6/15/2021,US,United States of America,AMR,8721,33124670,152,596818
6/16/2021,US,United States of America,AMR,8275,33132945,199,597017
6/17/2021,US,United States of America,AMR,12616,33145561,316,597333
6/18/2021,US,United States of America,AMR,13220,33158781,336,597669
6/19/2021,US,United States of America,AMR,13484,33172265,279,597948
6/20/2021,US,United States of America,AMR,11961,33184226,272,598220
6/21/2021,US,United States of America,AMR,12350,33196576,251,598471
6/22/2021,US,United States of America,AMR,9047,33205623,223,598694
6/23/2021,US,United States of America,AMR,8568,33214191,266,598960
6/24/2021,US,United States of America,AMR,13288,33227479,308,599268
6/25/2021,US,United States of America,AMR,13841,33241320,326,599594
6/26/2021,US,United States of America,AMR,15572,33256892,315,599909
6/27/2021,US,United States of America,AMR,14971,33271863,412,600321
6/28/2021,US,United States of America,AMR,13294,33285157,242,600563
6/29/2021,US,United States of America,AMR,10676,33295833,173,600736
6/30/2021,US,United States of America,AMR,10438,33306271,183,600919
7/1/2021,US,United States of America,AMR,15514,33321785,282,601201
7/2/2021,US,United States of America,AMR,11639,33333424,244,601445
7/3/2021,US,United States of America,AMR,18586,33352010,289,601734
7/4/2021,US,United States of America,AMR,16890,33368900,304,602038
7/5/2021,US,United States of America,AMR,13189,33382089,152,602190
7/6/2021,US,United States of America,AMR,10459,33392548,125,602315
7/7/2021,US,United States of America,AMR,9147,33401695,103,602418
7/8/2021,US,United States of America,AMR,19962,33421657,301,602719
7/9/2021,US,United States of America,AMR,22636,33444293,250,602969
7/10/2021,US,United States of America,AMR,183538,33627831,262,603231
7/11/2021,US,United States of America,AMR,27579,33655410,316,603547
7/12/2021,US,United States of America,AMR,20875,33676285,149,603696
7/13/2021,US,United States of America,AMR,16722,33693007,119,603815
7/14/2021,US,United States of America,AMR,28892,33721899,295,604110
7/15/2021,US,United States of America,AMR,34978,33756877,337,604447
7/16/2021,US,United States of America,AMR,38299,33795176,342,604789
7/17/2021,US,United States of America,AMR,40555,33835731,319,605108
7/18/2021,US,United States of America,AMR,42258,33877989,370,605478
7/19/2021,US,United States of America,AMR,32139,33910128,183,605661
7/20/2021,US,United States of America,AMR,27993,33938121,146,605807
7/21/2021,US,United States of America,AMR,45195,33983316,284,606091
7/22/2021,US,United States of America,AMR,51040,34034356,320,606411
7/23/2021,US,United States of America,AMR,61313,34095669,399,606810
7/24/2021,US,United States of America,AMR,71708,34167377,338,607148
7/25/2021,US,United States of America,AMR,69639,34237016,414,607562
7/26/2021,US,United States of America,AMR,53795,34290811,254,607816
7/27/2021,US,United States of America,AMR,43206,34334017,249,608065
7/28/2021,US,United States of America,AMR,71245,34405262,411,608476
7/29/2021,US,United States of America,AMR,85805,34491067,499,608975
7/30/2021,US,United States of America,AMR,89149,34580216,494,609469
7/31/2021,US,United States of America,AMR,99367,34679583,495,609964
8/1/2021,US,United States of America,AMR,104519,34784102,525,610489
8/2/2021,US,United States of America,AMR,80567,34864669,395,610884
8/3/2021,US,United States of America,AMR,61188,34925857,370,611254
8/4/2021,US,United States of America,AMR,102409,35028266,656,611910
8/5/2021,US,United States of America,AMR,110283,35138549,700,612610
8/6/2021,US,United States of America,AMR,126833,35265382,741,613351
8/7/2021,US,United States of America,AMR,127854,35393236,753,614104
8/8/2021,US,United States of America,AMR,133922,35527158,838,614942
8/9/2021,US,United States of America,AMR,120252,35647410,648,615590
8/10/2021,US,United States of America,AMR,96790,35744200,527,616117
8/11/2021,US,United States of America,AMR,93050,35837250,720,616837
8/12/2021,US,United States of America,AMR,135427,35972677,961,617798
8/13/2021,US,United States of America,AMR,143479,36116156,612,618410
8/14/2021,US,United States of America,AMR,151161,36267317,973,619383
8/15/2021,US,United States of America,AMR,146305,36413622,1196,620579
8/16/2021,US,United States of America,AMR,139848,36553470,904,621483
8/17/2021,US,United States of America,AMR,110712,36664182,679,622162
8/18/2021,US,United States of America,AMR,108955,36773137,845,623007
8/19/2021,US,United States of America,AMR,150448,36923585,1193,624200
8/20/2021,US,United States of America,AMR,168162,37091747,1497,625697
8/21/2021,US,United States of America,AMR,174382,37266129,1381,627078
8/22/2021,US,United States of America,AMR,167459,37433588,1556,628634
8/23/2021,US,United States of America,AMR,141824,37575412,1169,629803
8/24/2021,US,United States of America,AMR,124481,37699893,899,630702
